,query,comment_id,comment,room_type,fuzzy_room_type
1331,关于整体满意度和前台服务的评论,1353,非常惊喜的一次体验，中国唯三的白金五星级酒店。不同于其他国际品牌的统一性，这家酒店保留了历史的底蕴 民族品牌的特色和与时俱进的设施。前台Betty和迎宾非常细心，首次入住帮忙升级了房型。四点惊喜 ①花园绿化非常好 一看就是用心打理的成果，很出片 锦鲤非常漂亮②锦鲤酒吧 乐队水准极高 ，感染力强 本来是等外卖找地方坐坐，但代入感太强一直听到 外卖凉了③酒店博物馆推荐，对中国酒店业发展史有了了解 更被花园酒店的企业文化感染 ④酒店很国际化 推荐荔湾园 598双人套餐 极其丰富,花园大床房,大床房
1332,关于整体满意度和卫生状况的评论,1354,老牌豪华酒店！服务好！干净卫生！每次来广州出差，都会选择花园酒店！很挑剔床品枕头的，也可以安心睡！对面网红餐厅吃饭也很不错！,花园双床房,双床房
1333,关于前台服务和整体满意度的评论,1355,"第二次入住了，处处彰显细节，氛围很好。
Bobo. Y服务很好，很热情帮忙打印照片，连后花园的鱼儿都好热请。",花园双床房,双床房
1334,关于前台服务和餐饮设施的评论,1356,花园酒店的服务，可以用润物细无声来描述。貌似没看到很多服务员，可服务一直在线。特别喜欢他们的荔湾亭餐厅，特色的老广州装修，老广州早茶是第一次住酒店就喜欢上了。退房的时候，小姐姐送上的洗漱旅行装手信，也很赞！,花园大床房,大床房
1335,关于交通便利性和前台服务的评论,1357,"广州花园酒店是国内的白金五星级酒店。酒店有自己的博物馆、瀑布花园、26个景点等你来解锁。
房间环境不错，床品很好。
早饭有鲤鱼池和瀑布酒吧2个地方，来这里的外国人很多所以早餐有中、西、日三种，餐食品种繁多。
酒店服务员很多，特别要感谢前台Gillian，得知我们要去白云山想延迟退房，非常热心的帮我们办理了手续。
酒店出门就是5号线淘金站，去哪里都非常方便。",花园双床房,双床房
1336,关于整体满意度和公共设施的评论,1358,入住了期待已久的花园酒店，大堂环境大气奢华，有一个后花园可以散步，有博物馆可以参观，有画展可看，有康养中心可以桑拿休闲，很有文化底蕴，也非常适合亲子游入住。听说酒店有好几个米其林餐厅，但只来得及吃了一个瀑布餐厅早餐，种类还算丰富，味道一般，好在瀑布景观不错。作为老式酒店，房间维持的还算不错，干净整洁。花园酒店自带一种优雅的贵族气质，它不像一般网红五星酒店有种暴发户的气质，它注重自己的文化气质，是时间沉淀过的地方。入住还有送宝格丽的护肤品，非常nice。还有就是好多老外啊，这里简直给我一种在国外度假的感觉哈哈，另外附近的利苑酒家很好吃,花园双床房,双床房
1337,关于整体满意度和客房服务的评论,1359,服务很好 环境很好 瀑布餐厅很出片 房间很干净整洁 生日还给我们送了甜点和蛋糕 是个难忘的生日 会和朋友推荐推荐～,红棉双床套房,套房
1338,关于整体满意度和前台服务的评论,1360,有底蕴的酒店，服务非常周到，期待再次入住！,花园双床房,双床房
1339,关于房间设施和整体满意度的评论,1361,房间有异味，但是作为老牌五星环境和服务还是非常在线的。设施有点旧了希望可以翻新一下，下次还是很期待入住花园酒店的。,花园双床房,双床房
1340,关于前台服务和房间设施的评论,1362,"出发前纠结了好久，担心酒店会太陈旧，
到了后意识到自己多虑了～
从check in遇到Betty就预示着此次入住体验极佳，Betty见我带着老人和小孩，贴心滴给我们两间房做了升级，粤韵的硬件很不错，自带小厅让活动范围大大增加，舒适度指数大涨，大床房还有?????泡澡，总体来说这次入住是很Nice的体验～下次来广州还会选择花园酒店。
要说欠缺的点，那就是近期泳池在升级改造，不在开放期，小朋友有点失望。",花园双床房,双床房
1341,关于前台服务和退房/入住效率的评论,1363,"虽然是几十年的酒店 但维护真的极好 工作人员服务完全超五星 办理入住的小哥带着两个可爱的兔牙笑容灿烂 退房的小姐姐专业速度 还赠送了小礼物 …
必须点赞??????",花园大床房,大床房
1342,关于整体满意度和体验的评论,1364,38年来一直都是中国酒店行业的天花板，区别于瑰丽和四季丽思卡尔顿瑞吉W的享用,花园大床房,大床房
1343,关于整体满意度和公共设施的评论,1365,管理规范，设施一流，环境优雅！,城央绿意大床房,大床房
1344,关于前台服务和退房/入住效率的评论,1366,酒店环境好，但是房间比较小，服务还可以，就是我看到携程有帮我匹配成岭客汇金卡会员，可是没有看到欢迎水果、行政酒廊使用等等，快速退房就更是没有了，退房碰到系统问题，我抱着小孩在那里排队等，也没看到服务员来告诉我，还是我主动问的。PS：早餐有赠送给我，就是菜品不够丰富，说是一楼二楼有中西餐区别，其实差不多！,花园双床房,双床房
1345,关于整体满意度和前台服务的评论,1367,必须满分！作为老牌酒店，服务真的好，从下车至前台，各工作人员都让人感觉宾至如归。房间配套设施完善，维护得很好。值得推荐入住！,红棉大床套房,套房
1346,关于整体满意度和房间设施的评论,1368,环境非常好，不愧是花园酒店，后花园一定要参观一下，有瀑布和小桥流水还有各种花草。红棉大床房面积很大，有个厅，加了床，三个人住很舒适。唯一不足是服务，因为到达时间已是半夜，早上提前致电前台说了务必把床提前加好，结果半夜一点到了依然没加，坐等加完才能休息，此刻的心情谁懂。,红棉大床套房,套房
1347,关于前台服务和客房服务的评论,1369,"不愧是白金五星级酒店，入住感觉非常满意，第一要表扬的是前台的吴经理，没有见到人，提前一天就直接打电话跟她商量，因为带了孩子能不能房间给调整成床铺比较大的，结果她真的帮忙给协调升级成双床套房；第二个要表扬的是前台的viria，入住效率快，办事认真体贴，给孩子申请了一个儿童餐，虽然孩子不吃什么东西，但是享受到了酒店的温暖！希望酒店能继续保持这种人性化的关怀！第三个要表扬的就是酒店的客房服务，需要补充饮用水或者是房间用品时响应速度非常快，客房的清洁阿姨（是东北过来的阿姨）态度也非常好，做事情速度快，整理得很清楚！你是个就要表扬早餐瀑布餐厅的服务员，真的真的很棒，态度温和有礼，服务积极！
     特别特别要提一点的是，花园酒店的位置太好了，一出门右转就是淘金口地铁站，去哪儿都非常方便，因为带的很多行李，所以非常庆幸选择的花园酒店
      整体这次入住的感觉就是酒店服务人员都是高素质的，路上碰到都会打招呼，餐饮服务也都很认真细致！",红棉大床套房,套房
1348,关于餐饮设施和安静程度的评论,1370,早餐果子里有虫子.房间一开始很吵（因为楼下装修）然后给我从很吵的房间换到了一个空调一直出臭气的房间.,花园双床房,双床房
1349,关于前台服务和餐饮设施的评论,1371,"提前和酒店沟通了是来过生日，前台的joe和ann帮忙升级了粤韵房型，还赠送了单人的行政礼遇，房间是19年装修的，比较新。行政酒廊的Carrie很热情，食物出品也不错。晚上回到房间发现酒店还赠送了生日蛋糕和点心。
美中不足是第二天在桃园馆餐厅使用了500签账额，口味一般，肉筋没剃除，勺子没洗干净，不合米其林的出品。",红棉大床套房,套房
1350,关于前台服务和整体满意度的评论,1372,每一个工作人员服务态度都很好，非常满意的一次住宿体验。酒店配备了不少设施，小朋友也能在酒店晚上一会儿。,花园双床房,双床房
1351,关于整体满意度和体验的评论,1373,老酒店有品味，值得体验,红棉大床套房,套房
1352,关于整体满意度和前台服务的评论,1374,我们是岭南汇的会员，多次去花园酒店了，一次比一次惊喜，房间升级了，非常舒适，我们代表广州15-19号去??庆打省锦标游泳比赛，在??庆喜来登住了两晚，这酒店不想评价，但没下次，然后去了亚朵住了一晚，亚朵的排污管老有臭气攻进房间这缺点一直都有，所以不是没选择是绝不住这酒店了，漂了5天刚回到家睡了一晚，又说小区停电，刚好又是我女儿12岁生日，我们立刻马上就飞奔去了花园酒店开房了，真的是家里的酒店最好，一间四十年的全中国唯一三间中国自己开的涉外酒店，服务真的细致，见到我们是国际家庭，马上有外国前台来接待，当知道我们是带孩子来过生日，还送了我们一盘非常新鲜的欢迎水果给孩子，自助早餐也非常好，新鲜，中西合璧，非常好吃，而且招待非常好，有服务员带位，不会像喜来登吃个早餐会有个男人跑来说要和你拼桌，在花园酒店你会感受到真正五星级酒店的服务和礼仪，还有真正的尊重及被酒店的欢迎，花园酒店的确是值得去渡假首选的酒店，酒店内的博物馆也得一去，会让你重新认识广州及中国到全世界的酒店发展历史，值得带孩子一起去参观！,花园双床房,双床房
